[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          36

[TIME]
0.000000000000000E+00
[INLET]
, Tinlet =  300.001666.00 K, Pinlet =  100000.00 Pa.
[COMMENT]
Counterflow flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Stretch          Press            Density          MeanMass         Surface          Porosity         Tsolid           HeatRel          Dissipation     
   1 -.50000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.22659191879081E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.34081758152042E-001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.73932632305714E+000 0.00000000000000E+000 0.30000000000000E+003 0.19701713015501E-001 -.15649619001421E+003 0.10000000000000E+001 0.88329728903595E+002 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096506038E-032 0.98973192149172E-025
   2 -.49766675429453E+000 0.15148831861727E-005 0.75718132531520E-016 0.17258962458690E-011 0.22651285342868E+000 0.12590026371430E-009 0.17311592589362E-003 0.34458354442248E-006 0.11271399743401E-016 0.58555786087188E-018 0.17531485525710E-008 0.33965221946606E-001 0.27202264594887E-004 0.28354551895575E-004 0.14030743807338E-014 0.88087013126841E-006 0.47371440853154E-009 0.37443643139290E-006 0.26911296441497E-012 0.39432549390590E-006 -.72983241994941E-023 0.85114104495421E-010 0.73928974034367E+000 0.27049291633533E-023 0.30232062900016E+003 0.19477115741800E-001 -.15620179268967E+003 0.10000000000000E+001 0.88329728903595E+002 0.10000000000000E+006 0.11175459905622E-002 0.28091042859648E+002 0.10000000000000E+001 0.10000000000000E+001 0.30232062900016E+003 0.28716847026745E-004 0.98973192149172E-025
   3 -.49544946799101E+000 0.30250077209232E-005 0.34827775591959E-015 0.35713685581817E-011 0.22641541485168E+000 0.27980851812289E-009 0.36568098249768E-003 0.73650568561178E-006 0.51781737499878E-016 0.27403609124706E-017 0.36993876462639E-008 0.33839642515934E-001 0.58170411319224E-004 0.62532527353515E-004 0.68594538023527E-014 0.19442328403658E-005 0.11590745456680E-008 0.82389050702284E-006 0.68520945388399E-012 0.87764137623047E-006 -.15178683556044E-022 0.18214615075856E-009 0.73925114610840E+000 -.23667107265425E-023 0.30492851356683E+003 0.19269367705933E-001 -.15589062896865E+003 0.10000000000000E+001 0.88348496809287E+002 0.10000000000000E+006 0.11079524671173E-002 0.28090135925142E+002 0.10000000000000E+001 0.10000000000000E+001 0.30492851356683E+003 0.82211033362935E-004 0.12796654745702E-024
   4 -.49342205793738E+000 0.44681118448954E-005 0.92790658578147E-015 0.54697419045825E-011 0.22630323411013E+000 0.46492111996474E-009 0.56879965402739E-003 0.11585035579111E-005 0.13174596541404E-015 0.70592394229927E-017 0.57474670148284E-008 0.33711071921527E-001 0.91550283383620E-004 0.10133690127848E-003 0.18446431099153E-013 0.31529240260927E-005 0.21203156615619E-008 0.13322853146646E-005 0.13210950200327E-011 0.14348972938933E-005 -.22622926902197E-022 0.28686450889655E-009 0.73921245178124E+000 0.29063692488868E-023 0.30770603627161E+003 0.19081346650039E-001 -.15557860332294E+003 0.10000000000000E+001 0.88383658953181E+002 0.10000000000000E+006 0.10979128478574E-002 0.28089147474528E+002 0.10000000000000E+001 0.10000000000000E+001 0.30770603627161E+003 0.16677635153257E-003 0.15611765140353E-024
   5 -.49157424552760E+000 0.58369439684472E-005 0.19387268038607E-014 0.74187999289916E-011 0.22617821324255E+000 0.68130561925860E-009 0.77897258660231E-003 0.16034006818425E-005 0.26086096989493E-015 0.14140656330986E-016 0.78735117069946E-008 0.33581626591798E-001 0.12677983802760E-003 0.14423133352313E-003 0.38433487732369E-013 0.44901332872514E-005 0.34036679821862E-008 0.18924449804230E-005 0.22441992314417E-011 0.20595293403971E-005 -.32481446460663E-022 0.39750505876694E-009 0.73917428158955E+000 0.18326901589897E-022 0.31060583134402E+003 0.18910804525439E-001 -.15527107981731E+003 0.10000000000000E+001 0.88432339897396E+002 0.10000000000000E+006 0.10876219179045E-002 0.28088091487763E+002 0.10000000000000E+001 0.10000000000000E+001 0.31060583134402E+003 0.28720206842212E-003 0.21034146765131E-024
   6 -.48987578141154E+000 0.71415940491371E-005 0.35275824823956E-014 0.94431328482315E-011 0.22604107549536E+000 0.92840982541111E-009 0.99526911051788E-003 0.20691419088800E-005 0.44919852645423E-015 0.24630099913226E-016 0.10086463684958E-007 0.33451709875958E-001 0.16370013698883E-003 0.19108119178004E-003 0.69320393097009E-013 0.59514917905391E-005 0.50514360362923E-008 0.25025309483673E-005 0.35223527805222E-011 0.27504377726683E-005 -.48580618524597E-022 0.51356478674032E-009 0.73913673240002E+000 0.45557337515578E-022 0.31361493836497E+003 0.18754787093601E-001 -.15496899237674E+003 0.99999999999999E+000 0.88492404557268E+002 0.10000000000000E+006 0.10771433329208E-002 0.28086971525515E+002 0.10000000000000E+001 0.10000000000000E+001 0.31361493836497E+003 0.44812450305326E-003 0.24692527074566E-024
   7 -.48830066049261E+000 0.83924208580480E-005 0.58676154273274E-014 0.11572920668582E-010 0.22589223774646E+000 0.12055594662117E-008 0.12172935014692E-002 0.25547930858527E-005 0.70757478387616E-015 0.39242673621843E-016 0.12404572672545E-007 0.33321401081120E-001 0.20224034748592E-003 0.24184224203965E-003 0.11383215235575E-012 0.75354180873059E-005 0.71047240943361E-008 0.31619114905810E-005 0.52248591852979E-011 0.35077407859982E-005 -.76688670873903E-022 0.63481709340695E-009 0.73909981143053E+000 0.81022580050537E-022 0.31672770500919E+003 0.18610861146793E-001 -.15467242627654E+003 0.99999999999999E+000 0.88562284260757E+002 0.10000000000000E+006 0.10665123905359E-002 0.28085789361757E+002 0.10000000000000E+001 0.10000000000000E+001 0.31672770500919E+003 0.65422749514540E-003 0.29356677459668E-024
   8 -.48682820659761E+000 0.95983049531108E-005 0.91648798904847E-014 0.13840856432762E-010 0.22573196281769E+000 0.15124753386452E-008 0.14448525021999E-002 0.30598771527600E-005 0.10482017342692E-014 0.58802960024643E-016 0.14850775128720E-007 0.33190676146458E-001 0.24236566494261E-003 0.29651036401436E-003 0.17496855017179E-012 0.92415608327376E-005 0.96061095649405E-008 0.38704917430352E-005 0.74244760614935E-011 0.43321039497642E-005 -.10674189357531E-021 0.76114888506873E-009 0.73906350341410E+000 0.12202834179888E-021 0.31994133382406E+003 0.18477117502694E-001 -.15438119933175E+003 0.99999999999999E+000 0.88640807656120E+002 0.10000000000000E+006 0.10557531466378E-002 0.28084546190711E+002 0.10000000000000E+001 0.10000000000000E+001 0.31994133382406E+003 0.91048389364300E-003 0.33533327037506E-024
   9 -.48544236543161E+000 0.10766388888666E-004 0.13666031628353E-013 0.16281188244062E-010 0.22556045068107E+000 0.18493952753842E-008 0.16778046120331E-002 0.35840530091462E-005 0.14852990520079E-014 0.84284970301658E-016 0.17450631538790E-007 0.33059497950008E-001 0.28405205710112E-003 0.35509312325148E-003 0.25605996238108E-012 0.11069915305529E-004 0.12600441794159E-007 0.46283391897669E-005 0.10198624603736E-010 0.52243423972888E-005 -.13713182710143E-021 0.89248126021675E-009 0.73902779571804E+000 0.15600179014633E-021 0.32325380171103E+003 0.18352074577308E-001 -.15409509045483E+003 0.99999999999999E+000 0.88727065429752E+002 0.10000000000000E+006 0.10448860827930E-002 0.28083243204323E+002 0.10000000000000E+001 0.10000000000000E+001 0.32325380171103E+003 0.12222741315228E-002 0.38739441804224E-024
  10 -.48413069041578E+000 0.11902283752543E-004 0.19666904470091E-013 0.18929602488032E-010 0.22537788869586E+000 0.22170563086440E-008 0.19159979408447E-002 0.41269713486680E-005 0.20356603092535E-014 0.11685171897910E-015 0.20231435879207E-007 0.32927848181358E-001 0.32727488686260E-003 0.41759474906871E-003 0.36082233266837E-012 0.13020355893087E-004 0.16134838018982E-007 0.54354877082664E-005 0.13630205162896E-010 0.61852002077924E-005 -.15493583900923E-021 0.10287336254051E-008 0.73899268560209E+000 0.18793446712074E-021 0.32666296593682E+003 0.18234559277027E-001 -.15381391552506E+003 0.99999999999999E+000 0.88820319106194E+002 0.10000000000000E+006 0.10339311779929E-002 0.28081881839235E+002 0.10000000000000E+001 0.10000000000000E+001 0.32666296593682E+003 0.15954475080166E-002 0.43383147877047E-024
  11 -.48288306983417E+000 0.13010713163083E-004 0.27524784998619E-013 0.21824357157874E-010 0.22518441533967E+000 0.26167629640483E-008 0.21593256844169E-002 0.46883952443519E-005 0.27194311416869E-014 0.15790980364643E-015 0.23222804361500E-007 0.32795693367080E-001 0.37201854546500E-003 0.48403006413110E-003 0.49345598008857E-012 0.15093071566136E-004 0.20259717015809E-007 0.62921168124401E-005 0.17809636890768E-010 0.72155671965022E-005 -.17070136567161E-021 0.11698539986427E-008 0.73895816982596E+000 0.20361922195472E-021 0.33016734172942E+003 0.18123634570766E-001 -.15353745645493E+003 0.99999999999999E+000 0.88919975227679E+002 0.10000000000000E+006 0.10229054261022E-002 0.28080463406860E+002 0.10000000000000E+001 0.10000000000000E+001 0.33016734172942E+003 0.20365040244135E-002 0.44342878634102E-024
  12 -.48169162489135E+000 0.14095289230834E-004 0.37667973416550E-013 0.25005611360482E-010 0.22498020658329E+000 0.30501750636504E-008 0.24076215182975E-002 0.52679559558092E-005 0.35605111591556E-014 0.20914417380503E-015 0.26455459461252E-007 0.32663039751700E-001 0.41825701368741E-003 0.55439596542682E-003 0.65867077955103E-012 0.17287676566813E-004 0.25027133944226E-007 0.71981831311143E-005 0.22834391946008E-010 0.83160399577727E-005 -.18874716343903E-021 0.13157576710466E-008 0.73892425812569E+000 0.22359828859742E-021 0.33376458809281E+003 0.18018538202865E-001 -.15326557834959E+003 0.99999999999999E+000 0.89025510971971E+002 0.10000000000000E+006 0.10118276545455E-002 0.28078989663666E+002 0.10000000000000E+001 0.10000000000000E+001 0.33376458809281E+003 0.25524931387682E-002 0.54646988639349E-024
