[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          36

[TIME]
0.000000000000000E+00
[INLET]
, Tinlet =  300.001666.00 K, Pinlet =  100000.00 Pa.
[COMMENT]
Counterflow flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Stretch          Press            Density          MeanMass         Surface          Porosity         Tsolid           HeatRel          Dissipation     
   1 -.50000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.22659191879081E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.34081758152042E-001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.73932632305714E+000 0.00000000000000E+000 0.30000000000000E+003 0.22821700582897E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096506038E-032 0.13560316804833E-035
   2 -.47003563093486E+000 -.12484998209837E-039 -.40151106288228E-034 -.17803249737428E-033 0.22659191879081E+000 -.12380756359079E-030 -.25622144985705E-031 -.40337804195424E-030 -.96067952055968E-033 -.16066313216072E-034 -.35246370956007E-031 0.34081758152042E-001 -.36696892005958E-030 0.10546838644160E-061 -.65268181208916E-033 0.21179078128030E-037 0.78253185292202E-049 0.77677882206135E-047 0.31529502092394E-046 0.11887085588010E-038 -.26801299117681E-031 0.36115002609611E-031 0.73932632305714E+000 0.93743708933342E-142 0.30000000000000E+003 0.21389669379320E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096499442E-032 0.13560316804833E-035
   3 -.44007126595679E+000 -.12324521930463E-039 0.18260419589218E-036 -.78037155643857E-034 0.22659191879081E+000 -.97873728642701E-031 -.32792438119065E-031 -.42885315492343E-030 0.93041320270146E-034 0.25761015188364E-036 -.41079254664368E-031 0.34081758152042E-001 -.38669037967053E-030 0.10547726891435E-061 -.47302803881285E-034 0.26627205398098E-037 0.60551517961860E-049 0.17138471686446E-046 0.23179051669927E-046 0.14073519265708E-038 0.14105607583949E-031 -.72992451119448E-031 0.73932632305714E+000 -.18472060374578E-133 0.30000000000000E+003 0.19957638585986E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.23153220676608E-025 0.13560316804833E-035
   4 -.41010691405985E+000 -.12361802116373E-039 -.54088100836348E-037 -.34135287256618E-034 0.22659191879081E+000 -.83093925795130E-031 -.43102379606242E-031 -.36998346054466E-030 0.32996726817610E-034 -.22177752709578E-037 -.49238369386627E-031 0.34081758152042E-001 -.33680992199693E-030 0.75537931721615E-061 0.99141716297229E-034 0.28243582602030E-037 -.13961342277490E-050 0.28039091512332E-046 0.11838483202734E-046 0.13704815187261E-038 0.57779921303005E-032 -.13764638604377E-030 0.73932632305714E+000 0.33878086540017E-125 0.30000000000000E+003 0.18525609137517E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.23698828355713E-025 0.00000000000000E+000
   5 -.38014260536268E+000 -.12219075725874E-039 0.49483968487667E-038 -.23543088205151E-033 0.22659191879081E+000 -.70731731452810E-031 -.53414946806245E-031 -.24045260457516E-030 0.78439322082082E-035 0.70980930975081E-039 -.58240503439932E-031 0.34081758152042E-001 -.22661999483841E-030 0.77592199371600E-061 -.16119526447279E-033 0.13194364888716E-037 -.12839129195267E-048 0.40137176648290E-046 -.28344812018616E-047 0.95876073801993E-039 -.24600224180771E-031 -.14689003907736E-031 0.73932632305714E+000 -.57494179642485E-117 0.30000000000000E+003 0.17093584136469E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.16782888880842E-026 0.00000000000000E+000
   6 -.35017843958481E+000 -.12172126255646E-039 0.58342617354086E-037 0.65633904230765E-035 0.22659191879081E+000 -.56926468629915E-031 -.62954180729574E-031 -.22295946377946E-030 0.21433002788385E-034 0.23148791983630E-037 -.66387929767522E-031 0.34081758152042E-001 -.21168594509240E-030 0.80238068205523E-061 -.16830242074476E-032 -.19804625187894E-037 -.34090382498483E-048 0.52879534546443E-046 -.22001490472910E-046 -.16735698568715E-039 -.22363125617003E-031 -.24037622055145E-031 0.73932632305714E+000 0.89665793653441E-109 0.30000000000000E+003 0.15661572132998E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.49068083792835E-026 0.00000000000000E+000
   7 -.32021467482019E+000 -.12245402128687E-039 -.83428960851174E-037 0.18747158838165E-033 0.22659191879081E+000 -.48351638112504E-031 -.74973448580774E-031 -.10056615171602E-030 -.99074442810731E-035 -.33272219918241E-037 -.76235412002835E-031 0.34081758152042E-001 -.10796002028767E-030 0.90820096063153E-061 0.42554273611136E-034 -.88185780317828E-037 -.64808360562413E-048 0.65182590349787E-046 -.46424403734855E-046 -.23502714159869E-038 -.36712747409361E-031 -.11057722426805E-031 0.73932632305714E+000 -.12743574876200E-100 0.30000000000000E+003 0.14229589130290E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.71598863637656E-026 0.00000000000000E+000
   8 -.29025172268835E+000 -.12423881440510E-039 -.31233372158911E-036 -.19978562826861E-033 0.22659191879081E+000 -.37329894677216E-031 -.84443483731357E-031 -.97284815818511E-031 0.32068627505108E-035 -.12418700732174E-036 -.84406909444082E-031 0.34081758152042E-001 -.10551405982701E-030 0.10253864060209E-060 0.50112816544265E-035 -.19138866059508E-036 -.10284950009963E-047 0.75573691485995E-046 -.74893690675640E-046 -.55917416374180E-038 -.36350438510680E-031 -.12051341436599E-031 0.73932632305714E+000 0.16334617741947E-092 0.30000000000000E+003 0.12797644945005E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.15228649508355E-026 0.00000000000000E+000
   9 -.26028958238485E+000 -.12707578059913E-039 -.26395117248559E-036 -.77295143771155E-033 0.22659191879081E+000 -.34911332576911E-031 -.92896930047462E-031 -.21633516613411E-030 -.46031313041869E-034 -.10385421234660E-036 -.91831280748708E-031 0.34081758152042E-001 -.20706597120830E-030 0.87970437540099E-061 -.30998161241465E-033 -.32837444810643E-036 -.14855760107332E-047 0.83036675277568E-046 -.10627412304308E-045 -.98844319184826E-038 -.48395320705994E-031 -.13921697159142E-031 0.73932632305714E+000 -.18634616961874E-084 0.30000000000000E+003 0.11365704973194E+001 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096506038E-032 0.00000000000000E+000
  10 -.23032680658169E+000 -.12680187167310E-039 0.14619152041080E-037 -.13750487316060E-032 0.22659191879081E+000 -.38679650540475E-031 -.73721120456580E-031 -.20299210346566E-030 -.33194746629864E-033 0.58968040688202E-038 -.74795839516010E-031 0.34081758152042E-001 -.19568099310500E-030 0.10224840853183E-060 -.28019770712926E-033 -.24801880238188E-036 -.15480211364416E-047 0.99602530844152E-046 -.11056298328902E-045 -.80167295831139E-038 -.45164440954973E-031 -.11590833121144E-031 0.73932632305714E+000 0.18588821911101E-076 0.30000000000000E+003 0.99337999556237E+000 -.15649619001421E+003 0.10000000000000E+001 0.42434903411800E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.92372386942834E-028 0.13560316804833E-035
