[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          28

[TIME]
0.000000000000000E+00
[INLET]
, Tinlet =  300.001666.00 K, Pinlet =  100000.00 Pa.
[COMMENT]
Counterflow flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Stretch         
   1 -.50000000000000E+000 0.00000000000000E+000 0.53358525246979E-039 0.00000000000000E+000 -.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15662543447258E-037 -.15662543447258E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 -.37757096506038E-032 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   2 -.46257125472471E+000 0.00000000000000E+000 0.53358525246979E-039 0.00000000000000E+000 -.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15662543447258E-037 -.15662543447258E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 -.37757096506038E-032 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   3 -.42514554152365E+000 0.00000000000000E+000 0.53358525246979E-039 0.00000000000000E+000 -.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15662543447258E-037 -.15662543447258E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 -.37757096506038E-032 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   4 -.38772915209774E+000 -.44692371302789E-054 0.53358525246979E-039 0.00000000000000E+000 -.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15662543447258E-037 -.15662543447258E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 -.37757096506038E-032 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   5 -.35034172557629E+000 -.43724651106270E-042 0.53402249898959E-039 0.49672631832609E-040 -.20071480328737E-028 0.20071480313559E-028 0.00000000000000E+000 0.15128958194769E-037 0.31248402012179E-054 0.97112507980771E-053 -.20071480297949E-028 -.15662106200728E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.20071480313559E-028 0.49672631832609E-040 0.00000000000000E+000 0.87468040571029E-050 0.15306260823670E-041 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.43381813525696E-023 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   6 -.31303326899729E+000 -.42470565000576E-037 0.43004150626613E-037 0.10265438846413E-037 -.41480096008067E-026 0.41480096007813E-026 0.00000000000000E+000 0.15128958190362E-037 0.13345918605376E-049 0.41475904746367E-048 -.41480096009491E-026 0.26808021558173E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.41480096007813E-026 0.10265438846413E-037 0.00000000000000E+000 0.37356836874823E-045 0.65371704345156E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.89653665974578E-021 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   7 -.27591861964626E+000 -.57674573594319E-033 0.57674627172052E-033 0.78635843151550E-036 -.31774797006450E-024 0.31774797018789E-024 0.00000000000000E+000 -.12417318061414E-033 0.78313121757907E-046 0.24337834491402E-044 -.31774797153851E-024 0.58264381087871E-033 0.59575908984551E-069 0.00000000000000E+000 0.84563716067715E-041 0.31774797006961E-024 0.11906093898377E-033 0.00000000000000E+000 0.21920787987153E-041 0.38359759515552E-033 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.68676963605057E-019 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   8 -.23938040351672E+000 -.25006980722978E-029 0.25033383911251E-029 -.12571313482129E-023 -.14837757133831E-022 0.16094888893512E-022 0.00000000000000E+000 -.41410868655129E-030 0.17076762136010E-042 0.53070470103161E-041 -.13580630398724E-022 -.12571288247828E-023 0.47614618689732E-067 0.00000000000000E+000 0.21904324430301E-035 0.14837757156559E-022 0.39401919405377E-030 0.00000000000000E+000 0.47799922313225E-038 0.83646349184637E-030 0.30315565288548E-059 0.30315565288548E-059 -.30315565288548E-059 0.00000000000000E+000 0.31922845356084E-017 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   9 -.20426810534415E+000 -.42200309622088E-024 0.42509887789810E-024 -.31090054721075E-019 -.70346869533836E-021 0.31793521646061E-019 -.66056697604018E-036 -.13254702456636E-026 0.38384866587396E-039 0.11929097185258E-037 0.30386152237993E-019 -.31089629114978E-019 -.40442795410021E-031 0.40442795410021E-031 0.21916096918898E-029 0.70347229391490E-021 0.82048376489872E-027 0.00000000000000E+000 0.10744402628167E-034 0.18801973465788E-026 0.74972554480659E-055 0.74972508884803E-055 -.74972531682731E-055 0.00000000000000E+000 -.21144930575203E-015 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  10 -.17283672932601E+000 -.15637107831765E-018 0.16564909979742E-018 -.15354566111340E-016 -.40305554608531E-017 -.21917088483854E-014 0.22115265722012E-014 -.44191752737043E-018 0.50876471762191E-027 0.22084982500416E-021 0.22220633202092E-014 -.22266711381625E-014 -.36194384893608E-021 0.36194384893608E-021 0.29583317215271E-022 0.40838867823823E-017 0.39750996243678E-018 -.97920538656715E-023 0.55109964872934E-025 0.63095124362603E-019 0.65539493591102E-052 0.83684873603933E-053 -.36953990475748E-052 0.00000000000000E+000 0.13272172289936E-009 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  11 -.15066398624651E+000 -.13417737916182E-015 0.18534519638253E-015 -.62285912675842E-015 -.37155798483256E-013 -.41126581294025E-012 0.42450827643863E-012 0.24484334242683E-013 0.13368568568502E-022 0.57973357495525E-017 0.40890371850109E-012 -.42398296901515E-012 -.14641441833857E-016 0.14641441833857E-016 0.79083962881872E-017 0.38148447659049E-013 -.25447673387643E-013 -.50722951555836E-018 0.48260883052112E-019 0.11828442172578E-014 0.20452348411329E-048 -.20231818580144E-048 -.11026491559263E-050 0.00000000000000E+000 0.31601920574490E-007 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  12 -.13898100379808E+000 -.55745468599842E-014 0.10351058609678E-013 -.10428322778184E-013 -.24096881630263E-011 -.75901766299765E-011 0.87528929536353E-011 0.12525637532143E-011 0.24371664070816E-020 0.10477252724165E-014 0.72918611926202E-011 -.86370366044390E-011 -.31973897945621E-014 0.31973897945621E-014 0.33524806256908E-014 0.25223180707104E-011 -.13669071223873E-011 0.29164948932228E-015 -.31566769094505E-015 0.92706145781878E-013 0.11286940583419E-046 -.11276387452742E-046 -.52765653384101E-050 0.00000000000000E+000 0.98859961482412E-006 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  13 -.13302031977017E+000 -.36956822997300E-013 -.22264453362868E-014 -.56578573510711E-013 -.18058852280652E-010 -.32259457817091E-010 0.41967462966499E-010 0.83517574028087E-011 -.72003371762822E-017 -.41525862935820E-018 0.29523494852664E-010 -.40650001301339E-010 -.38405797251622E-013 0.45835829519768E-013 0.70167560757860E-013 0.19134652263210E-010 -.94953225059668E-011 0.36759254362333E-014 -.35375907606796E-014 0.70465502232544E-012 0.81158826844928E-046 -.81136757263509E-046 -.11034790709690E-049 0.00000000000000E+000 0.62603393904864E-005 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  14 -.12931849512460E+000 -.11209668879169E-012 -.95420796254932E-014 -.16140875761551E-012 -.57760423395820E-010 -.72186901469324E-010 0.10589138229519E-009 0.23971831824358E-010 -.40601826583889E-016 -.23014896796818E-017 0.61836487255433E-010 -.10026203047559E-009 -.18422307625136E-012 0.21712587977328E-012 0.39779946414169E-012 0.62159387886098E-010 -.28773104958864E-010 0.16343661662125E-013 -.14410632334979E-013 0.23023674349618E-011 0.28112344067097E-045 -.28108930765479E-045 -.17066508088232E-049 0.00000000000000E+000 0.19084400665998E-004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  15 -.12659132025112E+000 -.24573378721472E-012 -.25493092547693E-013 -.34391827693719E-012 -.13155910794591E-009 -.12387771130201E-009 0.20500243723128E-009 0.50069846146668E-010 -.10651485480060E-015 -.60572141544883E-017 0.96992942499522E-010 -.18915106656940E-009 0.79320519622880E-012 0.64806820406959E-012 0.20465485736294E-014 0.14214567007697E-009 -.62039342283757E-010 0.46897447665020E-013 -.38283627440458E-013 0.52956806297065E-011 0.72712539590429E-045 -.72707883453703E-045 -.23280683632916E-049 0.00000000000000E+000 0.42783019066821E-004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  16 -.12439798364834E+000 -.45359326831095E-012 -.55085807729250E-013 -.62378854954561E-012 -.24741289082717E-009 -.18492669166606E-009 0.34534291539903E-009 0.85999699902998E-010 -.22162588113491E-015 -.12672564275710E-016 0.12799093388640E-009 -.30975467441972E-009 0.21788708488232E-011 0.15117877968726E-011 -.16748513995980E-014 0.26984099514831E-009 -.11200782007456E-009 0.10681473835137E-012 -.81124289942873E-013 0.10095217533448E-010 0.16238533886601E-044 -.16237939940464E-044 -.29697306859181E-049 0.00000000000000E+000 0.80771200221217E-004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  17 -.12254388000437E+000 -.75258639450745E-012 -.10428995257799E-012 -.10216043324504E-011 -.41492372208076E-009 -.25341987690000E-009 0.53392649159416E-009 0.13223795695199E-009 -.40023212303764E-015 -.23037063424155E-016 0.14747477384033E-009 -.46469754454648E-009 0.49352510041380E-011 0.30233450183142E-011 -.34582259595863E-014 0.45622340839100E-009 -.18131537130998E-009 0.21079039751399E-012 -.14938158003692E-012 0.17118600731437E-010 0.33327846966293E-044 -.33327120276825E-044 -.36334473394286E-049 0.00000000000000E+000 0.13703193537740E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  18 -.12092302369274E+000 -.11618861107775E-011 -.18042451784254E-012 -.15601776281755E-011 -.64397465505256E-009 -.32799032277499E-009 0.77913487356277E-009 0.18867672073444E-009 -.65718576570551E-015 -.38112242414867E-016 0.14766245476876E-009 -.65711363312132E-009 0.98364449145042E-011 0.54442631971327E-011 -.63461833147162E-014 0.71300473744307E-009 -.27271186709189E-009 0.37745714661896E-012 -.25007318229882E-012 0.26814936721207E-010 0.64996236563391E-044 -.64995372153334E-044 -.43220502863684E-049 0.00000000000000E+000 0.21599863052958E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  19 -.11947392388793E+000 -.17025914614576E-011 -.29237893601334E-012 -.22638934894108E-011 -.94482311128890E-009 -.40760602607579E-009 0.10902677965278E-008 0.25495643315146E-009 -.10080804000909E-014 -.58950517239440E-016 0.12023789768273E-009 -.89027959132303E-009 0.17865865393861E-010 0.90804032988858E-011 -.10724658835470E-013 0.10522236674130E-008 -.38890413543354E-009 0.62974795957039E-012 -.39060611247585E-012 0.39654700481824E-010 0.12273608457047E-043 -.12273507705435E-043 -.50375806228539E-049 0.00000000000000E+000 0.32248851618871E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  20 -.11815856390355E+000 -.23972561406589E-011 -.45075472541114E-012 -.31579138276844E-011 -.13277195939289E-008 -.49151076488283E-009 0.14771249288936E-008 0.33044984119809E-009 -.14692194275381E-014 -.86702268474002E-016 0.56509424608231E-010 -.11673804610501E-008 0.30214644198269E-010 0.14275005900042E-010 -.17018133716526E-013 0.14857183772102E-008 -.53238275979625E-009 0.99499272920932E-012 -.57851472885160E-012 0.56115693492127E-010 0.22690781648149E-043 -.22690666025981E-043 -.57811084031602E-049 0.00000000000000E+000 0.46152940033983E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  21 -.11695142368820E+000 -.32699022507107E-011 -.66816033432779E-012 -.42680409771954E-011 -.18028044122151E-008 -.57926371075222E-009 0.19498809932063E-008 0.41432957364465E-009 -.20582301892629E-014 -.12266524374163E-015 -.52374265856074E-010 -.14915518393783E-008 0.48269556470746E-010 0.21402237080628E-010 -.25696580807693E-013 0.20249174292975E-008 -.70536532768459E-009 0.15050684110839E-011 -.82132762567451E-012 0.76681302987765E-010 0.41351523265091E-043 -.41351392198897E-043 -.65533097085958E-049 0.00000000000000E+000 0.63826770680403E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  22 -.11583121430275E+000 -.43494875113249E-011 -.96004127890287E-012 -.56249102734530E-011 -.23818498482269E-008 -.67100715111764E-009 0.25207438433628E-008 0.50589938865062E-009 -.27958902913022E-014 -.16840059246024E-015 -.21580230790962E-009 -.18670756190798E-008 0.73677836182951E-010 0.30891278326941E-010 -.37294425469004E-013 0.26827453865644E-008 -.91037934779498E-009 0.21987797727905E-011 -.11274476204961E-011 0.10192018406093E-009 0.74736570748777E-043 -.74736423607368E-043 -.73570704750234E-049 0.00000000000000E+000 0.85858310394929E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  23 -.11478159774975E+000 -.56701167370654E-011 -.13454579487213E-011 -.72638511391510E-011 -.30781287094554E-008 -.76726820945028E-009 0.32037110759583E-008 0.60450443001943E-009 -.37072646166655E-014 -.22581171266095E-015 -.44390929293631E-009 -.22991332995136E-008 0.10837060319893E-009 0.43229671455201E-010 -.52425443056302E-013 0.34734075410974E-008 -.11501155182607E-008 0.31230053280635E-011 -.15062102042734E-011 0.13248653161545E-009 0.13459617356699E-042 -.13459600964643E-042 -.81960281155052E-049 0.00000000000000E+000 0.11290501777612E-002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  24 -.11379110642411E+000 -.72698916376267E-011 -.18475484876984E-011 -.92230821950756E-011 -.39055489244588E-008 -.86877047151508E-009 0.40136699408618E-008 0.70938932579159E-009 -.48218688556966E-014 -.29718397034240E-015 -.74735685301260E-009 -.27932382165212E-008 0.15453505792312E-009 0.58950080765192E-010 -.71782988614720E-013 0.44113285207020E-008 -.14270491469841E-008 0.43327226217673E-011 -.19675092643790E-011 0.16908851622713E-009 0.24227121991131E-042 -.24227103844584E-042 -.90732734796248E-049 0.00000000000000E+000 0.14565927506682E-002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  25 -.11285107770205E+000 -.91918316378409E-011 -.24942935644376E-011 -.11544525351057E-010 -.48788901761786E-008 -.97644942493169E-009 0.49665963781027E-008 0.81974941727175E-009 -.61744317876395E-014 -.38524511633965E-015 -.11373545960310E-008 -.33554365854144E-008 0.21462286236605E-009 0.78632842570919E-010 -.96146802315528E-013 0.55113474689401E-008 -.17434607796520E-008 0.58922351001368E-011 -.25219943787976E-011 0.21250550612840E-009 0.43675395360194E-042 -.43675375376487E-042 -.99918536208063E-049 0.00000000000000E+000 0.18485453415020E-002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  26 -.11195461996217E+000 -.11484924227282E-010 -.33195745523797E-011 -.14274710963677E-010 -.60140575176451E-008 -.10914411085368E-008 0.60797632092867E-008 0.93476130551071E-009 -.78060991203005E-014 -.49326268187890E-015 -.16257455847578E-008 -.39924862841367E-008 0.29136407106037E-009 0.10291033000814E-009 -.12639864675120E-012 0.67889367666801E-008 -.21014500646275E-008 0.78766785791747E-011 -.31813219850446E-011 0.26360737529683E-009 0.78974929360581E-042 -.78974907450518E-042 -.10955031498676E-048 0.00000000000000E+000 0.23127312226023E-002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  27 -.11109614005991E+000 -.14205020237221E-010 -.43644003086061E-011 -.17465432143623E-010 -.73282034907685E-008 -.12150461858678E-008 0.73718223943053E-008 0.10535847231877E-008 -.97656227582635E-014 -.62514580257924E-015 -.22250688899367E-008 -.47119468786229E-008 0.38777616870409E-009 0.13246966556750E-009 -.16353894370295E-012 0.82602732227966E-008 -.25028984248243E-008 0.10373558399775E-010 -.39583672303980E-011 0.32336934184467E-009 0.14339428181339E-041 -.14339425788074E-041 -.11966321916425E-048 0.00000000000000E+000 0.28574942312379E-002 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
