[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          28

[TIME]
0.000000000000000E+00
[INLET]
, Tinlet =  300.001666.00 K, Pinlet =  100000.00 Pa.
[COMMENT]
Counterflow flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Stretch         
   1 -.50000000000000E+000 0.00000000000000E+000 0.53358525246979E-039 0.00000000000000E+000 -.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15662543447258E-037 -.15662543447258E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 -.37757096506038E-032 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   2 -.49360992229281E+000 -.75770995650521E-014 -.18428844527031E-014 -.66329465368727E-014 -.14564108889175E-010 -.12618050240083E-010 0.19825425734165E-010 0.73183162743904E-011 -.21197401250536E-017 -.11242028272209E-018 0.11232137947234E-010 -.18662786648047E-010 0.67631433614711E-013 0.44704400542580E-013 -.74526633464192E-016 0.15329816055531E-010 -.81959390815726E-011 0.37337905656941E-014 -.28060826995911E-014 0.91328617879308E-013 0.10214424311885E-046 -.10212916667293E-046 -.75382229633133E-051 0.00000000000000E+000 0.39893215909225E-005 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   3 -.48802687124273E+000 -.49983348329205E-013 -.73232449382715E-014 -.35154728558901E-013 -.56432241520147E-010 -.26918393737023E-010 0.68457135958349E-010 0.14577646328187E-010 -.73829357022012E-017 -.39855573465647E-018 0.17232457280247E-010 -.60115261624411E-010 0.61307148874506E-012 0.34911558904851E-012 -.31219875342436E-015 0.61436766347531E-010 -.20542153924467E-010 0.19592546787236E-013 -.10907553632292E-013 0.50447741862085E-012 0.86051582833784E-046 -.86048246636080E-046 -.16680988519008E-050 0.00000000000000E+000 0.17676911736624E-004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   4 -.48359066806072E+000 -.15981530989295E-012 -.20696654382562E-013 -.94584022996743E-013 -.13869695672711E-009 -.42673210267215E-010 0.15915784576201E-009 0.21034401417398E-010 -.18387128542427E-016 -.10136494863234E-017 0.10195064777231E-010 -.13065552895616E-009 0.25084291254340E-011 0.12674159399600E-011 -.90782941751828E-015 0.15425326974432E-009 -.40360563772632E-010 0.65476150273243E-013 -.28895737553588E-013 0.13598397733011E-011 0.38600864294552E-045 -.38600336686854E-045 -.26380384925686E-050 0.00000000000000E+000 0.46979385079400E-004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   5 -.48003663411154E+000 -.36272852377751E-012 -.46245241668094E-013 -.18975875894907E-012 -.26752302698014E-009 -.59632784109167E-010 0.29817465642215E-009 0.26004833766299E-010 -.36733171472126E-016 -.20710405378409E-017 -.17067847822429E-010 -.23005580196157E-009 0.68607319847011E-011 0.31560856214706E-011 -.20406933701121E-014 0.30158139825732E-009 -.70067987917944E-010 0.16321886049056E-012 -.60310355232153E-013 0.26948421627570E-011 0.13279511493084E-044 -.13279438736010E-044 -.36378537112880E-050 0.00000000000000E+000 0.95632497964101E-004 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   6 -.47705898559090E+000 -.68471174753436E-012 -.89195841446889E-013 -.32714809960705E-012 -.45047007325464E-009 -.78622313992527E-010 0.49319148253423E-009 0.29830181372270E-010 -.64671595225421E-016 -.37293892978959E-017 -.70647834175329E-010 -.35959549582359E-009 0.14964829654489E-010 0.63813248918271E-011 -.39086733826537E-014 0.51193508434268E-009 -.11262089178479E-009 0.33995847605974E-012 -.10886189790499E-012 0.45623834063840E-011 0.40159586296576E-044 -.40159492520774E-044 -.46887901183599E-050 0.00000000000000E+000 0.16758786201455E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   7 -.47447957400078E+000 -.11551604033999E-011 -.15667925959992E-012 -.51500093318802E-012 -.69685796449657E-009 -.10083189052203E-009 0.75324805272046E-009 0.33602150649152E-010 -.10575911091031E-015 -.62334035468216E-017 -.15644916846747E-009 -.52180844019920E-009 0.28296079157162E-010 0.11330153575201E-010 -.67625027682800E-014 0.79504598435082E-009 -.17138514172601E-009 0.62939829661522E-012 -.17891684064116E-012 0.70382224464188E-011 0.11308003892078E-043 -.11307992265519E-043 -.58132792467883E-050 0.00000000000000E+000 0.26717844787627E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   8 -.47219490034725E+000 -.18074299326357E-011 -.25819624599653E-012 -.76297502405954E-012 -.10171611578608E-008 -.12751498183328E-009 0.10880649414458E-008 0.38935218502759E-010 -.16500393508830E-015 -.99283908913861E-017 -.28033853992346E-009 -.71995106369939E-009 0.48475116070705E-010 0.18405633720682E-010 -.10916518739380E-013 0.11612369333486E-008 -.24984750621437E-009 0.10721925964718E-011 -.27556019553620E-012 0.10218626673206E-010 0.30443587053240E-043 -.30443572992899E-043 -.70301703375467E-050 0.00000000000000E+000 0.39892933058841E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   9 -.47013686434149E+000 -.26808552257949E-011 -.40625042925973E-012 -.10825877649916E-011 -.14233732312887E-008 -.15991473206727E-009 0.15085203858255E-008 0.47768036848640E-010 -.24913401504626E-015 -.15283322025648E-016 -.44847530110665E-009 -.95825387383118E-009 0.77286104828607E-010 0.28040014663709E-010 -.16763132304543E-013 0.16218977291821E-008 -.35155977731900E-009 0.17173912955226E-011 -.40483784792683E-012 0.14228512118413E-010 0.79513371550896E-043 -.79513354835182E-043 -.83578566793944E-050 0.00000000000000E+000 0.56776116652544E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  10 -.46825747926685E+000 -.38228807732897E-011 -.61722674528963E-012 -.14877058337417E-011 -.19293359296170E-008 -.19923761204807E-009 0.20270912582732E-008 0.62209340627459E-010 -.36698850862317E-015 -.22923415730226E-016 -.66764094032947E-009 -.12420944944426E-008 0.11671806421264E-009 0.40711162370099E-010 -.24790975454575E-013 0.21898841438091E-008 -.48011250419880E-009 0.26244557977317E-011 -.57400089861599E-012 0.19229419834091E-010 0.20329702171524E-042 -.20329700208418E-042 -.98155330043161E-050 0.00000000000000E+000 0.77918807394547E-003 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
