[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          28

[TIME]
0.000000000000000E+00
[INLET]
, Tinlet =  300.001666.00 K, Pinlet =  100000.00 Pa.
[COMMENT]
Counterflow flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Stretch         
   1 -.50000000000000E+000 0.00000000000000E+000 0.53358525246979E-039 0.00000000000000E+000 -.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15662543447258E-037 -.15662543447258E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 -.37757096506038E-032 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   2 -.47042823558969E+000 0.18540736650970E-087 0.53358525246979E-039 0.79841936001506E-033 -.79853510458309E-033 0.10061560983947E-036 -.10963164001444E-070 0.15128958194796E-037 0.36174592950598E-070 0.15070629205326E-070 0.66270381183287E-037 -.91274267235038E-037 -.15103387075891E-062 0.15103386952462E-062 0.24623215079999E-062 0.25003886051697E-037 0.53342509448523E-049 0.00000000000000E+000 0.13573930219404E-067 0.23753374945187E-059 -.79849497173885E-033 0.79849497173885E-033 0.31625729736656E-060 0.00000000000000E+000 0.10559082205566E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   3 -.44085647025401E+000 -.24815726340104E-075 0.53358525246979E-039 0.77610516382233E-033 -.77632479663047E-033 0.20450384994389E-036 -.19905802055451E-070 0.15128958194805E-037 0.73612577189234E-070 0.60753607517047E-070 0.11976081321352E-036 -.16996360330240E-036 -.15078555797912E-062 0.15078555676255E-062 0.59952752405877E-062 0.50202790088772E-037 0.10736847255883E-048 0.00000000000000E+000 0.54720026468571E-067 0.95756003214197E-059 -.77625946488218E-033 0.77625946488218E-033 0.65000077412675E-060 0.00000000000000E+000 0.10265500570225E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   4 -.41128470195719E+000 -.33201920759223E-075 0.53358525246979E-039 0.97627148013780E-033 -.97658429182809E-033 0.29768273208989E-036 -.12248130343386E-070 0.15128958194794E-037 0.46089497969180E-070 0.24288220881896E-070 0.24986048861472E-036 -.28160288207597E-036 -.13625929220152E-062 0.13625929112165E-062 0.86206827867373E-062 0.31742393461181E-037 0.72000159991052E-049 0.00000000000000E+000 0.21876101582263E-067 0.38281561406561E-059 -.97653742047643E-033 0.97653742047643E-033 0.14220556933268E-059 0.00000000000000E+000 0.12913374056783E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   5 -.38171296302484E+000 -.32810770908787E-070 0.53358525246979E-039 0.10176483128469E-032 -.10181175000048E-032 -.84837264390761E-032 0.84841804972757E-032 0.15128958194788E-037 0.32570873946156E-064 0.14138884810613E-058 0.84845142150068E-032 -.84845822165128E-032 -.21017428930005E-060 0.21017428928553E-060 0.13843885981253E-061 0.68001506023121E-037 0.16828922037897E-048 0.00000000000000E+000 0.10039859894828E-066 0.17569012999499E-058 -.10180343695405E-032 0.10180343695405E-032 0.21670635884092E-059 0.00000000000000E+000 0.64080172384414E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   6 -.35214147794690E+000 -.42173631529598E-070 0.53358525246979E-039 0.90095249490133E-033 -.90161032399902E-033 -.14512439890586E-031 0.14513082590725E-031 0.15128958194788E-037 0.11617351897896E-063 0.50430516522723E-058 0.14513457372480E-031 -.14513599162944E-031 -.38884483777953E-060 0.38884483776378E-060 0.27578630148244E-061 0.14179046401549E-036 0.35090114972190E-048 0.00000000000000E+000 0.43650039159302E-066 0.76384343352586E-058 -.90145340457681E-033 0.90145340457681E-033 0.24903425487527E-059 0.00000000000000E+000 0.98509002420493E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   7 -.32257106331154E+000 -.54269026561781E-074 0.53358525246979E-039 0.96305623649191E-033 -.96394497195979E-033 0.87360650968140E-036 -.94715286227675E-070 0.15128958194788E-037 0.39014430168834E-069 0.14071660052327E-068 0.40604951960516E-036 -.64765928636721E-036 -.20073084252377E-062 0.20073084102041E-062 0.54546573811299E-061 0.24160976676145E-036 0.59793262913068E-048 0.00000000000000E+000 0.12674170999706E-065 0.22178862791343E-057 -.96368823323483E-033 0.96368823323483E-033 0.33618573504883E-059 0.00000000000000E+000 0.12747569084104E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   8 -.29300365634275E+000 -.66460593595874E-074 0.53358525246979E-039 0.94906658132753E-033 -.95022368515248E-033 0.11419748667603E-035 -.14769355302675E-069 0.15128958194828E-037 0.63078171655356E-069 0.32686318097393E-068 0.42116782533156E-036 -.78940261777002E-036 -.22217731300598E-062 0.22217731137667E-062 0.96247092986495E-061 0.36823479243759E-036 0.87167148875131E-048 0.00000000000000E+000 0.29440164371270E-065 0.51518112400419E-057 -.94984032140185E-033 0.94984032140185E-033 0.40641129585247E-059 0.00000000000000E+000 0.12567020430015E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   9 -.26344199651034E+000 0.14092831540101E-040 0.20746893710087E-033 0.12813267238954E-032 -.26405529068853E-032 0.64596103262928E-033 0.27621553255832E-033 0.43704961922743E-033 0.47003643260491E-033 -.16783802827373E-032 0.57577753497112E-033 -.28862566675443E-033 0.92071844186108E-033 0.11406827711056E-062 0.16130163296282E-060 0.47354005459427E-036 0.94543277980575E-048 0.48910711328123E-063 0.48685992729975E-065 0.85196890009098E-057 -.12823113043172E-032 0.12823113043172E-032 0.68125359169198E-059 0.00000000000000E+000 0.69328077996852E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  10 -.23388653864626E+000 -.10954732114536E-073 0.53358525246979E-039 0.10105401422719E-032 -.10123541644846E-032 0.17988932544798E-035 -.24708558052938E-069 0.15128958195264E-037 0.11426919081129E-068 0.87644371055678E-068 0.60859322742051E-036 -.12115745126745E-035 -.11967216886870E-062 0.11967216804239E-062 0.25502622830600E-060 0.60298128525301E-036 0.10158164296545E-047 0.00000000000000E+000 0.78940206186806E-065 0.13813952816150E-056 -.10117360542412E-032 0.10117360542412E-032 0.65340041468801E-059 0.00000000000000E+000 0.13390087277443E-027 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
