[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          36

[TIME]
0.000000000000000E+00
[INLET]
, Tinlet =  300.001666.00 K, Pinlet =  100000.00 Pa.
[COMMENT]
Counterflow flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Stretch          Press            Density          MeanMass         Surface          Porosity         Tsolid           HeatRel          Dissipation     
   1 -.50000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.22659191879081E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.34081758152042E-001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.73932632305714E+000 0.00000000000000E+000 0.30000000000000E+003 0.21086320778421E+000 -.15649619001421E+003 0.10000000000000E+001 0.43454148262965E+003 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096506038E-032 0.00000000000000E+000
   2 -.46257125472471E+000 -.17558309760948E-023 -.95921175594928E-036 -.19901010051123E-030 0.22659191879081E+000 -.76584342896466E-033 -.49378781011930E-023 -.75975798590349E-026 -.31735856290498E-038 -.14967067600946E-039 -.75684661345067E-028 0.34081758152042E-001 -.59138581494563E-024 -.27194533695221E-024 -.17033735627845E-037 -.75436659421668E-026 -.83092609597019E-030 -.33227544713896E-026 -.49750103620787E-034 -.27158137893458E-026 -.12287366002521E-030 -.25743934178524E-029 0.73932632305714E+000 -.34772101016339E-037 0.30000000000000E+003 0.19254668315252E+000 -.15649619001421E+003 0.10000000000000E+001 0.43454148262965E+003 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096506038E-032 0.00000000000000E+000
   3 -.42514554152365E+000 -.76006104276534E-022 -.90958448227044E-034 -.10078557895859E-028 0.22659191879081E+000 -.46274802327931E-031 -.30766776221356E-021 -.47844676071061E-024 -.31628795123476E-036 -.15649047256829E-037 -.46090186502912E-026 0.34081758152042E-001 -.37277111282437E-022 -.17549160149736E-022 -.50081554370229E-034 -.48680411511547E-024 -.28803917589544E-027 -.21409588075398E-024 -.44809979197201E-032 -.17636125608596E-024 -.20977099163102E-030 -.15976076378611E-027 0.73932632305714E+000 -.24802487837648E-035 0.30000000000000E+003 0.17423318193754E+000 -.15649619001421E+003 0.10000000000000E+001 0.43454148262965E+003 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096506038E-032 0.00000000000000E+000
   4 -.38772915209774E+000 0.11392214678295E-018 -.25739727810021E-031 -.26055856549037E-027 0.22659191879081E+000 -.35908489921429E-025 -.87015788276126E-020 -.13632578026839E-022 -.96679022282838E-034 -.50450255201489E-035 -.94631590546455E-025 0.34081758152042E-001 -.10664813593433E-020 -.51409655501587E-021 -.30937227920217E-031 -.14224452640415E-022 -.53137153143712E-025 -.62625325874254E-023 -.29618572213085E-030 -.52006547718400E-023 -.26310332941076E-029 -.45796893008596E-026 0.73932632305714E+000 -.79309495824029E-034 0.30000000000000E+003 0.15592904928822E+000 -.15649619001421E+003 0.10000000000000E+001 0.43454148262965E+003 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096506038E-032 0.33900792012082E-036
   5 -.35034172557629E+000 0.16776813701114E-015 -.50947743906737E-029 -.40325065259201E-026 0.22659191879080E+000 -.58356676357113E-023 -.14976213928218E-018 -.22956244106697E-021 -.25514143547049E-031 -.13364429100192E-032 0.30695803240289E-023 0.34081758152041E-001 -.18559340072019E-019 -.91504797640662E-020 -.70286864902629E-029 -.24651724071634E-021 -.79681962369265E-023 -.11132176279567E-021 -.28364233787849E-028 -.93170390248950E-022 -.20543260992981E-028 -.79810613830947E-025 0.73932632305715E+000 -.15301898511317E-032 0.30000000000000E+003 0.13765132728551E+000 -.15649619001421E+003 0.10000000000000E+001 0.43454148262965E+003 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.43381813525696E-023 0.33900792012083E-036
   6 -.31303326899729E+000 0.78851656123557E-013 -.49816226809374E-027 -.42175627750374E-025 0.22659191878889E+000 -.74425244173006E-021 -.17746420757127E-017 -.18756088334734E-020 -.48342676892137E-029 -.25313472223462E-030 0.63436520157926E-021 0.34081758151770E-001 -.22230042839222E-018 -.11184521077868E-018 -.79444343580385E-027 -.22242833386488E-020 -.91437405219131E-021 -.13593013155193E-020 -.28280709002276E-026 -.11455548973544E-020 -.10332658708112E-027 -.95701605444806E-024 0.73932632305927E+000 -.20031373351620E-031 0.29999999999904E+003 0.11944035253954E+000 -.15649619001396E+003 0.10000000000000E+001 0.43454148262955E+003 0.10000000000000E+006 0.11262223852693E-002 0.28091833464195E+002 0.10000000000000E+001 0.10000000000000E+001 0.29999999999904E+003 0.89653665974578E-021 0.00000000000000E+000
   7 -.27591861964626E+000 0.13978614923302E-010 -.30010953739711E-025 -.30209005894211E-024 0.22659191863313E+000 -.55191660871122E-019 -.15601354202051E-016 0.47614624250178E-019 -.77529784425832E-027 -.40574669824633E-028 0.48593970472842E-019 0.34081758127616E-001 -.19805336643587E-017 -.10145184946439E-017 -.62810692463452E-025 0.38151818146952E-019 -.68592338406302E-019 -.12320587247239E-019 -.22276261332514E-024 -.10443538178949E-019 -.49443274158755E-027 -.85375662039711E-023 0.73932632322527E+000 -.19008693209101E-030 0.29999999991147E+003 0.10141785191147E+000 -.15649618999338E+003 0.10000000000000E+001 0.43454148262389E+003 0.10000000000000E+006 0.11262223853941E-002 0.28091833459107E+002 0.10000000000000E+001 0.10000000000000E+001 0.29999999991147E+003 0.68676963605057E-019 0.33900792237558E-036
   8 -.23938040351672E+000 0.10097849369525E-008 -.60139662946454E-024 0.26177126833457E-020 0.22659191308770E+000 -.25711598336086E-017 -.10757967955431E-015 0.33965678230506E-017 -.34213081609906E-025 -.17903081783283E-026 0.22691747570083E-017 0.34081757225469E-001 -.14117953000695E-016 -.73759013484258E-017 -.17334184883164E-023 0.30491972108592E-017 -.33636036950578E-017 -.89455017193656E-019 -.17900081546065E-022 -.76293400763482E-019 -.21609746833278E-026 -.60986399362982E-022 0.73932632867705E+000 -.14123284680200E-029 0.29999999660010E+003 0.83885316979123E-001 -.15649618925614E+003 0.10000000000000E+001 0.43454148272275E+003 0.10000000000000E+006 0.11262223833021E-002 0.28091833096851E+002 0.10000000000000E+001 0.10000000000000E+001 0.29999999660010E+003 0.31922845356084E-017 0.33900800566668E-036
   9 -.20426810534415E+000 0.30829398934674E-007 -.10199326759612E-021 0.64737909452836E-016 0.22659182950457E+000 -.10533458445450E-015 0.66521633828414E-012 0.14919501997229E-015 -.84305194453359E-023 -.44415734496136E-024 0.10758364592259E-015 0.34081743112915E-001 0.68467769081959E-015 -.53950640364260E-016 -.36503168952671E-021 0.12516063379743E-015 -.13091042365004E-015 -.65167204929746E-018 -.23699124734212E-020 -.54461935224344E-018 -.48655135083310E-024 0.14248631595102E-020 0.73932639655245E+000 -.12101366458646E-026 0.29999994399393E+003 0.67602404107480E-001 -.15649617823114E+003 0.10000000000000E+001 0.43454149557181E+003 0.10000000000000E+006 0.11262221466206E-002 0.28091822267194E+002 0.10000000000000E+001 0.10000000000000E+001 0.29999994399393E+003 -.21144930575203E-015 0.00000000000000E+000
  10 -.17283672932601E+000 0.38710670783058E-006 -.29924645802473E-019 0.31909595884954E-013 0.22659149382768E+000 0.28565252407216E-014 0.17305943169470E-007 0.12477816301286E-010 -.48738197861431E-020 -.25839933359375E-021 0.62322419752177E-012 0.34081586683934E-001 0.94352884983607E-009 0.17917030945717E-010 -.21968615498148E-018 0.38211274898763E-012 -.87785666300949E-014 0.23974700257220E-012 -.64824762867800E-018 0.51186295193196E-013 -.58826879490483E-021 0.36247933507326E-014 0.73932651410049E+000 -.58599274316561E-027 0.29999974287567E+003 0.54485780634257E-001 -.15649588996387E+003 0.10000000000000E+001 0.43454174311114E+003 0.10000000000000E+006 0.11262177864650E-002 0.28091694677515E+002 0.10000000000000E+001 0.10000000000000E+001 0.29999974287567E+003 0.13272172289936E-009 0.00000000000000E+000
  11 -.15066398624651E+000 0.17568545300000E-005 -.15000777163242E-017 0.95229070833350E-012 0.22659389864362E+000 0.54770097209281E-012 0.19550648082612E-005 0.27773426651928E-008 -.46582740589780E-018 -.24739529594313E-019 0.85342598752337E-010 0.34077522085443E-001 0.21271319165520E-006 0.38145042196026E-007 -.21074383005960E-016 0.86745120006629E-009 0.12089164984095E-012 0.41614136124276E-009 -.22410427523627E-016 0.24109422441149E-009 -.25024843305121E-019 0.85923486186369E-012 0.73932461210352E+000 0.39431877532493E-025 0.30002813534658E+003 0.46202231654106E-001 -.15647429811917E+003 0.10000000000000E+001 0.43454998303652E+003 0.10000000000000E+006 0.11260938269307E-002 0.28091261057662E+002 0.10000000000000E+001 0.10000000000000E+001 0.30002813534658E+003 0.31601920574490E-007 0.54266042812711E-035
  12 -.13898100379808E+000 0.35667674050103E-005 -.21773314015767E-017 0.45624222245614E-011 0.22660599580708E+000 0.11188836787201E-010 0.16270621712254E-004 0.29861268818581E-007 -.22785136823397E-017 -.12616990151245E-018 0.75624374001951E-009 0.34053886691143E-001 0.22973200576109E-005 0.83483566118395E-006 -.24769858904736E-015 0.19418803235165E-007 0.81096667131526E-011 0.86151607212855E-008 0.87636341074831E-015 0.64466012667871E-008 -.13889092442949E-018 0.94494769203311E-011 0.73931708282556E+000 0.37533962605359E-024 0.30027281638208E+003 0.41888228624432E-001 -.15631466794568E+003 0.10000000000000E+001 0.43461650872224E+003 0.10000000000000E+006 0.11251628464356E-002 0.28090927287184E+002 0.10000000000000E+001 0.10000000000000E+001 0.30027281638208E+003 0.98859961482412E-006 0.00000000000000E+000
  13 -.13302031977017E+000 0.49900548286939E-005 0.14263728119136E-016 0.95641538363754E-011 0.22661944506696E+000 0.52571146899205E-010 0.44064626483198E-004 0.91151972714873E-007 0.55848644585779E-017 0.29159216080745E-018 0.20889743429026E-008 0.34012951769299E-001 0.70286015221525E-005 0.35359720986353E-005 -.11196559496855E-014 0.83057315947646E-007 0.61767570404040E-010 0.35580097745918E-007 0.10456747876772E-013 0.29890277804236E-007 -.31115364450420E-018 0.29155122312867E-010 0.73930774198710E+000 0.10364091386645E-023 0.30078119247310E+003 0.39528879941546E-001 -.15600587786090E+003 0.10000000000000E+001 0.43476217307980E+003 0.10000000000000E+006 0.11232604744807E-002 0.28090911338740E+002 0.10000000000000E+001 0.10000000000000E+001 0.30078119247310E+003 0.62603393904864E-005 0.87230523442847E-034
