[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[MOLE_OR_MASS_FRACTIONS]
 MASS
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          36

[TIME]
0.000000000000000E+00
[INLET]
, Tinlet =  300.001666.00 K, Pinlet =  100000.00 Pa.
[COMMENT]
Counterflow flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Stretch          Press            Density          MeanMass         Surface          Porosity         Tsolid           HeatRel          Dissipation     
   1 -.50000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.22659191879081E+000 0.00000000000000E+000 0.53245295479899E-032 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.34081758152042E-001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.73932632305714E+000 0.00000000000000E+000 0.30000000000000E+003 0.22823837121602E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146898043E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 -.37757096506038E-032 0.00000000000000E+000
   2 -.47002899893683E+000 0.57143999616103E-037 0.66859923760037E-039 0.45245625779741E-037 0.22659191879081E+000 0.18943490538328E-036 -.39231921098842E-031 0.25542403922672E-035 0.56978950305795E-039 -.48994470851314E-040 0.10812051287490E-035 0.34081758152042E-001 0.34598258443645E-036 0.61488985417739E-037 0.43283974694187E-039 0.68598400942139E-037 0.54901827234353E-037 0.69582040292927E-037 0.53864061058919E-037 -.90266383962684E-036 0.61503624701776E-037 0.62628934907345E-037 0.73932632305714E+000 0.61861745645128E-037 0.30000000000000E+003 0.21391345345246E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146898043E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.11720275236081E-029 0.00000000000000E+000
   3 -.44005798575154E+000 0.22078576788633E-036 0.17229381592359E-038 0.19736177874440E-036 0.22659191879081E+000 0.62123249804214E-036 -.92898360522479E-031 0.92958347549329E-035 0.15479692512659E-038 -.37813389751996E-040 0.24456112511191E-035 0.34081758152042E-001 0.12906902521277E-035 0.22976667306183E-036 0.11969315108544E-038 0.26303641970716E-036 0.19695674587820E-036 0.26761652465617E-036 0.19212553617422E-036 -.17630972504095E-035 0.22875878265126E-036 0.23434689676524E-036 0.73932632305714E+000 0.23053715311188E-036 0.30000000000000E+003 0.19958852328961E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146897275E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.30662829529271E-029 0.15438271518817E-029
   4 -.41008693280291E+000 0.64452286909353E-036 0.40985985070348E-038 0.61192617090784E-036 0.22659191879081E+000 0.16321848332171E-035 -.10247452284870E-030 0.26231629431871E-034 0.37540772652761E-038 -.12563871867137E-040 0.44242749702867E-035 0.34081758152042E-001 0.36949289860236E-035 0.65847237966550E-036 0.29202013805934E-038 0.76881524697575E-036 0.54688235913832E-036 0.78372442109707E-036 0.53115658992039E-036 -.24369270046098E-035 0.65354272859855E-036 0.67279349387396E-036 0.73932632305714E+000 0.65966912226376E-036 0.30000000000000E+003 0.18526356142373E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146894711E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.73387351483798E-029 0.15438271518817E-029
   5 -.38011578695406E+000 0.18294860189008E-035 0.10564600694681E-037 0.17965009220822E-035 0.22659191879081E+000 0.43387047811863E-035 -.97072338406212E-031 0.72951238484333E-034 0.97591545348562E-038 0.56182970048093E-040 0.80617990002243E-035 0.34081758152042E-001 0.10366660195894E-034 0.18487882298327E-035 0.76109768887441E-038 0.21865187959421E-035 0.15031375844062E-035 0.22313137250030E-035 0.14558902662678E-035 -.24343836680840E-035 0.18311936457286E-035 0.18916840054410E-035 0.73932632305714E+000 0.18504441899197E-035 0.30000000000000E+003 0.17093854081334E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146886965E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.19643762776588E-028 0.13560316804833E-035
   6 -.35014448818053E+000 0.52020798422094E-035 0.27676776190449E-037 0.51978381715783E-035 0.22659191879081E+000 0.11832699798955E-034 -.97612103768815E-031 0.20531018462242E-033 0.25649425805623E-037 0.23802740336097E-039 0.16389510985580E-034 0.34081758152042E-001 0.29301286738673E-034 0.52271830935932E-035 0.20023432341724E-037 0.62486393264091E-035 0.41759249974518E-035 0.63816976760358E-035 0.40355722911835E-035 -.34326816570774E-036 0.51699293932967E-035 0.53566031901963E-035 0.73932632305714E+000 0.52293367451567E-035 0.30000000000000E+003 0.15661344441163E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146864595E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.52632202885702E-028 0.00000000000000E+000
   7 -.32017302515453E+000 0.14059276035332E-034 0.66572904457808E-037 0.14169782346903E-034 0.22659191879081E+000 0.30824580803812E-034 -.19284024081615E-030 0.55283410416032E-033 0.61759867666015E-037 0.65098911050788E-039 0.36788263171118E-034 0.34081758152042E-001 0.78989208333469E-034 0.14090710355633E-034 0.48230562288023E-037 0.17078472437930E-034 0.11008386382540E-034 0.17458944760168E-034 0.10606948265615E-034 0.71153175378038E-035 0.13916024770927E-034 0.14473407824306E-034 0.73932632305714E+000 0.14093407196348E-034 0.30000000000000E+003 0.14228826071758E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146806819E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.12774431991784E-027 0.15467222795195E-029
   8 -.29020136102826E+000 0.34406516427814E-034 0.13901070983354E-036 0.34853547300687E-034 0.22659191879081E+000 0.72203981350514E-034 -.21422301712370E-030 0.13526341734373E-032 0.12899136694603E-036 0.14192396832451E-038 0.83880628375055E-034 0.34081758152042E-001 0.19313239799479E-033 0.34444918020783E-034 0.10074739359065E-036 0.42556749573952E-034 0.26068087405868E-034 0.43557724607465E-034 0.25011402534786E-034 0.25923322219720E-034 0.33954008212344E-034 0.35506930919815E-034 0.73932632305714E+000 0.34448212682338E-034 0.30000000000000E+003 0.12796279175664E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146679010E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.26803222124134E-027 0.15438271518817E-029
   9 -.26022870413446E+000 0.75115888052172E-034 0.25028648845467E-036 0.76403129191932E-034 0.22659191879081E+000 0.14905874855089E-033 -.33743994211660E-030 0.29574485233994E-032 0.23224153224306E-036 0.25981448964945E-038 0.18193226074948E-033 0.34081758152042E-001 0.42155115156667E-033 0.75162035019439E-034 0.18139958918711E-036 0.95181013240613E-034 0.54480559512136E-034 0.97549020461974E-034 0.51978762214466E-034 0.64921465922976E-034 0.73904986086003E-034 0.77867411500340E-034 0.73932632305714E+000 0.75165994339895E-034 0.30000000000000E+003 0.11363619420553E+001 -.15649619001421E+003 0.10000000000000E+001 0.42439146437485E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.48444888405333E-027 0.15467222795195E-029
  10 -.23025231712900E+000 0.14911237891286E-033 0.40425106695715E-036 0.15229520093962E-033 0.22659191879081E+000 0.27634663143173E-033 -.38969208093640E-030 0.58841587920786E-032 0.37507756822367E-036 0.42282430630670E-038 0.36993152000727E-033 0.34081758152042E-001 0.83683416804731E-033 0.14916724425478E-033 0.29297358863739E-036 0.19439512752690E-033 0.10243411993802E-033 0.19946724211262E-033 0.97069588059893E-034 0.13699172060006E-033 0.14620281911964E-033 0.15553262872445E-033 0.73932632305714E+000 0.14917195183104E-033 0.30000000000000E+003 0.99308137479227E+000 -.15649619001421E+003 0.10000000000000E+001 0.42439146029427E+004 0.10000000000000E+006 0.11262223852669E-002 0.28091833464225E+002 0.10000000000000E+001 0.10000000000000E+001 0.30000000000000E+003 0.78537078936490E-027 0.15467222795195E-029
