[CHEM1D_DATAFILE_VERSION]
 4

[NUMBER_OF_GRIDPOINTS]
         300
[FILECONTENT]
 SOURCETERMS (mole/cm^3/s)                                                                           
[NUMBER_OF_SPECIES]
          23
[NUMBER_OF_VARIABLES]
          28

[TIME]
0.000000000000000E+00
[INLET]
, Tinlet =  300.001666.00 K, Pinlet =  100000.00 Pa.
[COMMENT]
Counterflow flame, Stationary solution, Mixture averaged diffusion, Detailed chemistry,  No radiation model.
 No heat exchanger model.
[USER_COMMENT]
-                                                      

[FILE_STRUCTURE_COLUMNS_CONTAINING]
 i x(i) H2               H                O                O2               OH               H2O              HO2              CH2              CH2(S)           CH3              CH4              CO               CO2              HCO              CH2O             CH3O             C2H4             C2H5             C2H6             N                NO               N2               AR               Temp             Massflow         Enthalpy         MixFrac          Stretch         
   1 -.50000000000000E+000 0.00000000000000E+000 0.53358525246979E-039 0.00000000000000E+000 -.15128958194788E-037 0.88251014188236E-072 -.88251014188236E-072 0.15128958194788E-037 0.00000000000000E+000 0.00000000000000E+000 0.15662543447258E-037 -.15662543447258E-037 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.24664770306615E-162 -.34885161115167E-162 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 -.37757096506038E-032 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   2 -.49990875386186E+000 0.56715023882695E-011 -.25121322008428E-006 -.37702675370138E-009 -.34307552097487E-006 -.21005501583259E-007 0.35391376864482E-007 0.32861244427881E-006 -.48843012462656E-009 -.68952269539726E-010 -.72315417619575E-009 -.25346767804228E-007 0.54501963542305E-008 0.34570156299722E-009 -.22582518519364E-008 0.87364235586560E-007 -.76330278350253E-007 0.21138939533937E-008 -.20647796062067E-008 0.59787361893089E-008 -.10643003882895E-020 0.10608138955274E-020 0.17432463810385E-023 0.00000000000000E+000 0.70780504554397E-001 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   3 -.49981584205556E+000 0.21771109570958E-010 -.47219267736081E-006 -.14559999611876E-008 -.64821199187234E-006 -.38290352477641E-007 0.92948645678703E-007 0.59323792473756E-006 -.75505105821454E-009 -.71078626841128E-010 -.47352643069798E-007 -.54125058978510E-007 0.14125310785227E-007 0.13776703561170E-008 -.29696474516401E-008 0.17006334725290E-006 -.12722851026904E-006 0.45585225638363E-008 -.43532417191159E-008 0.23262549685180E-007 -.26541660488230E-020 0.26404526071685E-020 0.68567208272456E-023 0.00000000000000E+000 0.14817095594305E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   4 -.49971982108698E+000 0.48163205989190E-010 -.67657985957858E-006 -.32001778393769E-008 -.93316361079057E-006 -.52644519841215E-007 0.17262137452065E-006 0.81246762410119E-006 -.88379034115049E-009 -.70331788415342E-010 -.13700004625874E-006 -.87332464183587E-007 0.27123545354109E-007 0.31196398924074E-008 -.32138405188059E-008 0.25001456305265E-006 -.15554825113406E-006 0.74005092022639E-008 -.69134780784636E-008 0.51408456839000E-007 -.48874621983692E-020 0.48568211131118E-020 0.15320542628674E-022 0.00000000000000E+000 0.23488261320590E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   5 -.49962033072792E+000 0.85800799589173E-010 -.87233512835934E-006 -.55851714682548E-008 -.12078596115451E-005 -.64674563070073E-007 0.27440889313047E-006 0.99684826060811E-006 -.93226290655425E-009 -.69537180046532E-010 -.26751377108695E-006 -.12574650521608E-006 0.44770285510940E-007 0.56036209879346E-008 -.33146388249655E-008 0.32798683810621E-006 -.16277618348612E-006 0.10688187821304E-007 -.97724036861925E-008 0.90080292912699E-007 -.79006406341179E-020 0.78463483688994E-020 0.27146132609236E-022 0.00000000000000E+000 0.33233399983319E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   6 -.49951734177900E+000 0.13667489736014E-009 -.10650984341040E-005 -.85863809595853E-008 -.14792930645920E-005 -.75022283900414E-007 0.39818408123568E-006 0.11541698365394E-005 -.93628094428995E-009 -.68838358610585E-010 -.43647082492147E-006 -.17008101516840E-006 0.67115781316793E-007 0.88578020708366E-008 -.33735645148562E-008 0.40446440492150E-006 -.15025118613557E-006 0.14462647346009E-007 -.12948585811135E-007 0.13885779933216E-006 -.11850488936004E-019 0.11765854974310E-019 0.42316980846766E-022 0.00000000000000E+000 0.44131714602361E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   7 -.49941094420228E+000 0.20396237105296E-009 -.12591421825015E-005 -.12177804766722E-007 -.17528567218292E-005 -.84393904006659E-007 0.54370022748889E-006 0.12908257000969E-005 -.91775747876189E-009 -.68261351189674E-010 -.64108457610503E-006 -.22102061151483E-006 0.94088365423527E-007 0.12904218422615E-007 -.34232223683078E-008 0.47986657572572E-006 -.11940663087718E-006 0.18760670342967E-007 -.16455822589675E-007 0.19722610230842E-006 -.16916066452030E-019 0.16794504979660E-019 0.60780736185007E-022 0.00000000000000E+000 0.56222787662014E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   8 -.49930118122448E+000 0.29230786311873E-009 -.14579300812270E-005 -.16336694406277E-007 -.20330758470559E-005 -.93548218950642E-007 0.71077505006103E-006 0.14123499924307E-005 -.88972967387738E-009 -.67826893207213E-010 -.87851021267686E-006 -.27927793771507E-006 0.12558101015023E-006 0.17763047327380E-007 -.34746089528867E-008 0.55467103537116E-006 -.71741958676904E-007 0.23619869887544E-007 -.20307702719931E-007 0.26466142370240E-006 -.23306218085324E-019 0.23141274239251E-019 0.82471923036287E-022 0.00000000000000E+000 0.69530223249052E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
   9 -.49918777079591E+000 0.40844296124203E-009 -.16648072013032E-005 -.21057267842363E-007 -.23245147548910E-005 -.10329063962913E-006 0.89982425988511E-006 0.15237845879521E-005 -.85962939011397E-009 -.67557942046933E-010 -.11466694441108E-005 -.34577082146585E-006 0.16157486915141E-006 0.23469188849221E-007 -.35319886549536E-008 0.62958226856454E-006 -.85795452951788E-008 0.29093339620074E-007 -.24528625917934E-007 0.34086161644475E-006 -.31285913343750E-019 0.31071143158054E-019 0.10738509284808E-021 0.00000000000000E+000 0.84105972448627E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
  10 -.49907056381269E+000 0.56133359875589E-009 -.18823654672110E-005 -.26335150068871E-007 -.26308167064789E-005 -.11442071823453E-006 0.11112304560846E-005 0.16293043560799E-005 -.83162430250128E-009 -.67478652826456E-010 -.14433717430518E-005 -.42140560292128E-006 0.20202946650444E-006 0.30054902374840E-007 -.35973841491987E-008 0.70521300791153E-006 0.68795218000383E-007 0.35231272217537E-007 -.29138640650926E-007 0.42549798757660E-006 -.41160659220565E-019 0.40889669351227E-019 0.13549493466891E-021 0.00000000000000E+000 0.99982513012616E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000 0.00000000000000E+000
